chr1	876907	877907
chr1	1269952	1270952
chr1	1288726	1289726
chr1	1310260	1311260
chr1	1711166	1712166
chr1	2179377	2180377
chr1	2460210	2461210
chr1	2478267	2479267
chr1	3231594	3232594
chr1	3268645	3269645
chr1	3285283	3286283
chr1	3387748	3388748
chr1	4815019	4816019
chr1	5285369	5286369
chr1	5957065	5958065
chr1	6305470	6306470
chr1	6306481	6307481
chr1	6395278	6396278
chr1	6579634	6580634
chr1	6614154	6615154
chr1	6684847	6685847
chr1	7016540	7017540
chr1	7729237	7730237
chr1	7740479	7741479
chr1	8226772	8227772
chr1	8326667	8327667
chr1	8377634	8378634
chr1	8849385	8850385
chr1	8923337	8924337
chr1	8933170	8934170
chr1	8943335	8944335
chr1	9312785	9313785
chr1	9379823	9380823
chr1	9686681	9687681
chr1	9774124	9775124
chr1	9895430	9896430
chr1	9989167	9990167
chr1	10377878	10378878
chr1	10895553	10896553
chr1	10926825	10927825
chr1	11018356	11019356
chr1	11039996	11040996
chr1	11237669	11238669
chr1	11301414	11302414
chr1	11379913	11380913
chr1	11610427	11611427
chr1	11653971	11654971
chr1	11742161	11743161
chr1	11795625	11796625
chr1	11847236	11848236
chr1	11968082	11969082
chr1	12661742	12662742
chr1	14898069	14899069
chr1	14919568	14920568
chr1	15379437	15380437
chr1	15710565	15711565
chr1	15834941	15835941
chr1	16287701	16288701
chr1	16339350	16340350
chr1	16693138	16694138
chr1	16939474	16940474
chr1	16947180	16948180
chr1	17306674	17307674
chr1	17796240	17797240
chr1	17847536	17848536
chr1	17866926	17867926
chr1	18065133	18066133
chr1	18560908	18561908
chr1	18620911	18621911
chr1	18624473	18625473
chr1	18806902	18807902
chr1	18972779	18973779
chr1	18978026	18979026
chr1	19393307	19394307
chr1	19679774	19680774
chr1	19727384	19728384
chr1	20106401	20107401
chr1	20604879	20605879
chr1	20732260	20733260
chr1	20901459	20902459
chr1	20987412	20988412
chr1	21604378	21605378
chr1	21921701	21922701
chr1	22109215	22110215
chr1	22270562	22271562
chr1	22777925	22778925
chr1	23030651	23031651
chr1	23345383	23346383
chr1	23493957	23494957
chr1	23589605	23590605
chr1	23683690	23684690
chr1	23697022	23698022
chr1	23870999	23871999
chr1	23882083	23883083
chr1	23888539	23889539
chr1	23924644	23925644
chr1	24329408	24330408
chr1	24480401	24481401
chr1	24612917	24613917
chr1	24634485	24635485
chr1	24701525	24702525
chr1	24789848	24790848
chr1	25062091	25063091
chr1	25174046	25175046
chr1	26033346	26034346
chr1	26051125	26052125
chr1	26137006	26138006
chr1	26437778	26438778
chr1	26471289	26472289
chr1	26736192	26737192
chr1	26755958	26756958
chr1	27051097	27052097
chr1	27191311	27192311
chr1	27325632	27326632
chr1	27330267	27331267
chr1	27333234	27334234
chr1	27334496	27335496
chr1	27425397	27426397
chr1	27561596	27562596
chr1	27822994	27823994
chr1	27853433	27854433
chr1	27895854	27896854
chr1	27982279	27983279
chr1	28133494	28134494
chr1	28156865	28157865
chr1	28240755	28241755
chr1	28616988	28617988
chr1	28622959	28623959
chr1	28878941	28879941
chr1	28969382	28970382
chr1	28974685	28975685
chr1	29450842	29451842
chr1	29490810	29491810
chr1	29512876	29513876
chr1	29557024	29558024
chr1	29575404	29576404
chr1	29705721	29706721
chr1	29827775	29828775
chr1	31277429	31278429
chr1	31317167	31318167
chr1	31383854	31384854
chr1	31538187	31539187
chr1	32409609	32410609
chr1	32713455	32714455
chr1	32903433	32904433
chr1	33107793	33108793
chr1	33177470	33178470
chr1	33181902	33182902
chr1	33202045	33203045
chr1	33351839	33352839
chr1	33445873	33446873
chr1	33502088	33503088
chr1	33592402	33593402
chr1	33616954	33617954
chr1	33807533	33808533
chr1	33937720	33938720
chr1	34100930	34101930
chr1	34653799	34654799
chr1	34861343	34862343
chr1	35246823	35247823
chr1	35657402	35658402
chr1	35658327	35659327
chr1	36614860	36615860
chr1	36851191	36852191
chr1	36929501	36930501
chr1	37236478	37237478
chr1	37406800	37407800
chr1	37508428	37509428
chr1	37783406	37784406
chr1	38455359	38456359
chr1	38648490	38649490
chr1	38735896	38736896
chr1	38751225	38752225
chr1	38836573	38837573
chr1	39065678	39066678
chr1	39253689	39254689
chr1	39269382	39270382
chr1	39324926	39325926
chr1	39418851	39419851
chr1	39456047	39457047
chr1	39466950	39467950
chr1	39563936	39564936
chr1	39607349	39608349
chr1	39624661	39625661
chr1	40166840	40167840
chr1	40176016	40177016
chr1	40177340	40178340
chr1	40363550	40364550
chr1	40524500	40525500
chr1	40723345	40724345
chr1	41157259	41158259
chr1	41238976	41239976
chr1	41417824	41418824
chr1	41751843	41752843
chr1	41981422	41982422
chr1	42178953	42179953
chr1	43427999	43428999
chr1	43474056	43475056
chr1	44125762	44126762
chr1	44228804	44229804
chr1	44300295	44301295
chr1	44584964	44585964
chr1	44805123	44806123
chr1	44870273	44871273
chr1	45008564	45009564
chr1	45097143	45098143
chr1	45965389	45966389
chr1	46509087	46510087
chr1	46712782	46713782
chr1	46859457	46860457
chr1	46908029	46909029
chr1	46913561	46914561
chr1	46931832	46932832
chr1	46958326	46959326
chr1	47779569	47780569
chr1	47960610	47961610
chr1	48190350	48191350
chr1	48363554	48364554
chr1	48413575	48414575
chr1	48470851	48471851
chr1	48508909	48509909
chr1	49175726	49176726
chr1	50717166	50718166
chr1	51165555	51166555
chr1	51425619	51426619
chr1	52082143	52083143
chr1	53441607	53442607
chr1	53647396	53648396
chr1	53792546	53793546
chr1	53913857	53914857
chr1	53935459	53936459
chr1	54776298	54777298
chr1	54953623	54954623
chr1	54954721	54955721
chr1	55229847	55230847
chr1	55278839	55279839
chr1	55463012	55464012
chr1	55679689	55680689
chr1	56902479	56903479
chr1	56918714	56919714
chr1	57000703	57001703
chr1	57015438	57016438
chr1	57042419	57043419
chr1	57577534	57578534
chr1	58065780	58066780
chr1	58468447	58469447
chr1	58472000	58473000
chr1	58496798	58497798
chr1	59281487	59282487
chr1	59448011	59449011
chr1	59538053	59539053
chr1	59543557	59544557
chr1	61314754	61315754
chr1	61713729	61714729
chr1	62054412	62055412
chr1	62417001	62418001
chr1	62487735	62488735
chr1	62744481	62745481
chr1	62866483	62867483
chr1	63249297	63250297
chr1	63507618	63508618
chr1	63539346	63540346
chr1	63553315	63554315
chr1	63655085	63656085
chr1	63764763	63765763
chr1	63787723	63788723
chr1	63792948	63793948
chr1	63795970	63796970
chr1	64240501	64241501
chr1	64241073	64242073
chr1	64248329	64249329
chr1	64371698	64372698
chr1	64938268	64939268
chr1	64959321	64960321
chr1	64962839	64963839
chr1	64983111	64984111
chr1	65209878	65210878
chr1	65491541	65492541
chr1	65614749	65615749
chr1	66258330	66259330
chr1	67864587	67865587
chr1	67924421	67925421
chr1	67965747	67966747
chr1	67981042	67982042
chr1	68582061	68583061
chr1	68741813	68742813
chr1	68759414	68760414
chr1	68930280	68931280
chr1	69442589	69443589
chr1	69709610	69710610
chr1	71927632	71928632
chr1	74710535	74711535
chr1	74989462	74990462
chr1	75140055	75141055
chr1	75548620	75549620
chr1	75601466	75602466
chr1	76251326	76252326
chr1	76518316	76519316
chr1	76966954	76967954
chr1	76967201	76968201
chr1	76968501	76969501
chr1	77525458	77526458
chr1	78225026	78226026
chr1	78444700	78445700
chr1	78469351	78470351
chr1	78620463	78621463
chr1	78702651	78703651
chr1	79262490	79263490
chr1	79727999	79728999
